Property_Name,Property_Id,BreadCrumbs,Price,Location,Image_url,Description,Property_Type,Bathrooms,Bedrooms
കേമി ഫ്ലാറ്റുകൾ,1671495326,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1940', 'value': '1940', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1940'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1800', 'value': '1800', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1800'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '3000', 'value': '3000', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '3000'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '22', 'value': '22', 'key_name': 'Total Floors', 'formatted_value': '22'}, {'type': 'single', 'key': 'carparking', 'value_name': '2', 'value': '2', 'key_name': 'Car Parking', 'formatted_value': '2'}, {'type': 'single', 'key': 'floorno', 'value_name': '15', 'value': '15', 'key_name': 'Floor No', 'formatted_value': '15'}, {'type': 'single', 'key': 'facing', 'value_name': 'North-East', 'value': 'northeast', 'key_name': 'Facing', 'formatted_value': 'North-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of rental flat', 'value': 'All type of rental flat', 'key_name': 'Project Name', 'formatted_value': 'All type of rental flat'}]","{'INR': '₹ 35,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/xxc3cib44rgl2-IN/image,കോഴിക്കോട് നഗരത്തിൽ ഫുൾ ഫർണിച്ചർ ഓട് കൂടിയ എല്ലാവിധ ആധുനിക സൗകര്യങ്ങളും ഉള്ള ഫ്ലാറ്റുകൾ വാടകയ്ക്ക്.,Apartments,3,3
Fully furnished 1bhk flat for rent,1671402460,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '1', 'value': '1', 'key_name': 'Bedrooms', 'formatted_value': '1'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '1', 'value': '1', 'key_name': 'Bathrooms', 'formatted_value': '1'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '650', 'value': '650', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '650'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '600', 'value': '600', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '600'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2000', 'value': '2000', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2000'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '12', 'value': '12', 'key_name': 'Total Floors', 'formatted_value': '12'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '8', 'value': '8', 'key_name': 'Floor No', 'formatted_value': '8'}, {'type': 'single', 'key': 'facing', 'value_name': 'East', 'value': 'east', 'key_name': 'Facing', 'formatted_value': 'East'}, {'type': 'single', 'key': 'projects', 'value_name': 'Landmark nesteem', 'value': 'Landmark nesteem', 'key_name': 'Project Name', 'formatted_value': 'Landmark nesteem'}]","{'INR': '₹ 20,000'}","Pottammal, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/7x6xv1oc0smk-IN/image,Fully furnished apartment very close to cyber park.,Apartments,1,1
പണയത്തിനു എടുക്കുന്നതല്ലേ ലാഭം ചേച്ചി? പണയ വീടുകൾ /ഫ്ലാറ്റുകൾ,1608135721,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '4', 'value': '4', 'key_name': 'Bedrooms', 'formatted_value': '4'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '4', 'value': '4', 'key_name': 'Bathrooms', 'formatted_value': '4'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '2350', 'value': '2350', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '2350'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '2150', 'value': '2150', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '2150'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'carparking', 'value_name': '3', 'value': '3', 'key_name': 'Car Parking', 'formatted_value': '3'}, {'type': 'single', 'key': 'facing', 'value_name': 'East', 'value': 'east', 'key_name': 'Facing', 'formatted_value': 'East'}, {'type': 'single', 'key': 'projects', 'value_name': 'All type of Lease property', 'value': 'All type of Lease property', 'key_name': 'Project Name', 'formatted_value': 'All type of Lease property'}]","{'INR': '₹ 1,50,000'}","Thondayad, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/iwy6jwtwiy032-IN/image,"Welcome to Brokees  Get a list of Lease Houses/Flat in Calicut city.         We are Kerala leading real estate marketing company specialising in the end-to-end solution for property renting,  leasing,  buying and selling. Which present in Calicut Cochin Kannur Thrissur and Kottayam. we are your most reliable and trusted real estate partner.                      Your search for a rental flat, Villa or house ends here. We are an expert property finder with serving more than hundred thousand tenants across Kerala.      •) 6 month rental replacement guarantee,  •) Deep cleaned and sanitized units,  •)  Basic connection setup assistance and •) Hassle-free documentation       These makes us way ahead then our competitors. Just give us 24 working hours to show you the exact property you have been hunting for.   HURRY GET YOUR APPOINTMENT NOW",Houses & Villas,4,4
"House at 5000 for male batchler,no car parking,family not allowed",1666289739,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '1', 'value': '1', 'key_name': 'Bedrooms', 'formatted_value': '1'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '1', 'value': '1', 'key_name': 'Bathrooms', 'formatted_value': '1'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '1000', 'value': '1000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1000', 'value': '1000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1000'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'maintenance', 'value_name': '200', 'value': '200', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '200'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '1', 'value': '1', 'key_name': 'Total Floors', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '1', 'value': '1', 'key_name': 'Floor No', 'formatted_value': '1'}, {'type': 'single', 'key': 'carparking', 'value_name': '0', 'value': '0', 'key_name': 'Car Parking', 'formatted_value': '0'}, {'type': 'single', 'key': 'facing', 'value_name': 'North', 'value': 'north', 'key_name': 'Facing', 'formatted_value': 'North'}, {'type': 'single', 'key': 'projects', 'value_name': 'House at 5000 for male batchler ,no car parking', 'value': 'House at 5000 for male batchler ,no car parking', 'key_name': 'Project Name', 'formatted_value': 'House at 5000 for male batchler ,no car parking'}]","{'INR': '₹ 5,000'}","Parayanchery, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/xt0hgk19t4791-IN/image,"House at 5000 for male batchlers ,there are 3 rooms ,two batchlers are staying there in 2 rooms and one is vacant ,kitchen hall sit out bathroom are common ,no car parking facility,",Houses & Villas,1,1
2 bedroom flat for rent,1626604595,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '1300', 'value': '1300', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1300'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1200', 'value': '1200', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1200'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '1500', 'value': '1500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '1500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '3', 'value': '3', 'key_name': 'Total Floors', 'formatted_value': '3'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '1', 'value': '1', 'key_name': 'Floor No', 'formatted_value': '1'}, {'type': 'single', 'key': 'projects', 'value_name': 'SERENITY HOMES', 'value': 'SERENITY HOMES', 'key_name': 'Project Name', 'formatted_value': 'SERENITY HOMES'}]","{'INR': '₹ 20,000'}","West Hill, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/3f5qhxfrs5te1-IN/image,"Full/Semi furnished flat in good location.  *SERENITY HOMES , WEST HILL, NEAR GOVT. ENGINEERING COLLEGE*  11 MONTHS LICENCE AGREEMENT  Option 1: 2 BHK Full furnished. monthly rent- rs. 20,000 + 1500(maintenance fee) Deposit- rs. 40,000  Option 2: 2 BHK Semi furnished. monthly rent- rs. 18,500 + 1500(maintenance fee) Deposit- rs. 40,000  Option 3: 2 BHK  unfurnished. monthly rent- rs. 15,500 + 1500(maintenance fee) Deposit- rs. 40,000  *Full furnished list*  1. Full bedroom set furnitures 2. Dining  table with chairs 3. Sofa set 4. Washing machine  5. Fridge 6. TV  7. AC in master bedroom only  *Semi furnished list*  1. Full bedroom set furnitures 2. Dining  table with chairs 3. Sofa set   *MAINTENANCE FEE INCLUDES:* 1. 24 hours filtered water 2. Waste disposal (exclude diapers, napkin) 3. 24 hours security.   *RENT VARIES IF TENANCY DURATION IS LESS THAN 6 MONTHS*",Apartments,2,2
P G for ladies.,1664576921,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '3', 'value': '3', 'key_name': 'Bathrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'ft', 'value_name': '3000', 'value': '3000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '3000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '100', 'value': '100', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '100'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}]","{'INR': '₹ 3,000'}","Eranhipalam, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/w8sr4zwf1vov3-IN/image,Safe n homely space for ladies.,Houses & Villas,3,3
House For Rent,1657756725,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '1', 'value': '1', 'key_name': 'Bathrooms', 'formatted_value': '1'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '1200', 'value': '1200', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1200'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1200', 'value': '1200', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1200'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}]","{'INR': '₹ 11,000'}","Govindapuram, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/kzn8j085rgn11-IN/image,1st floor Seperate Electricity meter Both well and corporation water availabile 2 bike can park,Houses & Villas,1,2
3bhk on rent,1661373276,"[{'type': 'single', 'key': 'type', 'value_name': 'Builder Floors', 'value': 'floors', 'key_name': 'Type', 'formatted_value': 'Builder Floors'}, {'type': 'single', 'key': 'rooms', 'value_name': '3', 'value': '3', 'key_name': 'Bedrooms', 'formatted_value': '3'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Builder', 'value': 'builder', 'key_name': 'Listed by', 'formatted_value': 'Builder'}, {'type': 'single', 'key': 'ft', 'value_name': '1250', 'value': '1250', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1250'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1250', 'value': '1250', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1250'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '1', 'value': '1', 'key_name': 'Total Floors', 'formatted_value': '1'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '1', 'value': '1', 'key_name': 'Floor No', 'formatted_value': '1'}, {'type': 'single', 'key': 'facing', 'value_name': 'West', 'value': 'west', 'key_name': 'Facing', 'formatted_value': 'West'}, {'type': 'single', 'key': 'projects', 'value_name': 'First floor area on rent', 'value': 'First floor area on rent', 'key_name': 'Project Name', 'formatted_value': 'First floor area on rent'}]","{'INR': '₹ 15,000'}","Panniyankara, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/fm8s4sicw2lp2-IN/image,3bhk for rent,Builder Floors,2,3
Brand New Apartment for Rent,1640525919,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '1147', 'value': '1147', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1147'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1000', 'value': '1000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1000'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'maintenance', 'value_name': '3000', 'value': '3000', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '3000'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '16', 'value': '16', 'key_name': 'Total Floors', 'formatted_value': '16'}, {'type': 'single', 'key': 'floorno', 'value_name': '4', 'value': '4', 'key_name': 'Floor No', 'formatted_value': '4'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'projects', 'value_name': 'PVS EMERALD', 'value': 'PVS EMERALD', 'key_name': 'Project Name', 'formatted_value': 'PVS EMERALD'}]","{'INR': '₹ 20,000'}","Mankavu, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/b8maqeehdhiy-IN/image,"2 BHK Semi furnished brand new flat All the modern amenities available like swimming pool, gym,yoga room,library,play area,kids pool,sauna,steam bath,recreational area. Just 5 kms aways from calicut town",Apartments,2,2
Apartment for rent at PM Kutty Road near Erahniapalam,1628467117,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Semi-Furnished', 'value': 'semi', 'key_name': 'Furnishing', 'formatted_value': 'Semi-Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '990', 'value': '990', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '990'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '968', 'value': '968', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '968'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '500', 'value': '500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '2', 'value': '2', 'key_name': 'Total Floors', 'formatted_value': '2'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '0', 'value': '0', 'key_name': 'Floor No', 'formatted_value': '0'}, {'type': 'single', 'key': 'facing', 'value_name': 'East', 'value': 'east', 'key_name': 'Facing', 'formatted_value': 'East'}, {'type': 'single', 'key': 'projects', 'value_name': 'Athulya Exclusive', 'value': 'Athulya Exclusive', 'key_name': 'Project Name', 'formatted_value': 'Athulya Exclusive'}]","{'INR': '₹ 12,000'}","P M Kutty Road, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/f9dmbd525jpz-IN/image,Apartment for rent. Preferably for bank employees.. Semi furnished expected rent 12k,Apartments,2,2
House for rent,1627864351,"[{'type': 'single', 'key': 'type', 'value_name': 'Houses & Villas', 'value': 'houses', 'key_name': 'Type', 'formatted_value': 'Houses & Villas'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '600', 'value': '600', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '600'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '800', 'value': '800', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '800'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '14000', 'value': '14000', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '14000'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '1', 'value': '1', 'key_name': 'Total Floors', 'formatted_value': '1'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '1', 'value': '1', 'key_name': 'Floor No', 'formatted_value': '1'}, {'type': 'single', 'key': 'facing', 'value_name': 'South-East', 'value': 'southeast', 'key_name': 'Facing', 'formatted_value': 'South-East'}, {'type': 'single', 'key': 'projects', 'value_name': 'Kuttayi house 1st floor', 'value': 'Kuttayi house 1st floor', 'key_name': 'Project Name', 'formatted_value': 'Kuttayi house 1st floor'}]","{'INR': '₹ 14,000'}","Vikas Nagar Colony, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/1s89ubkyfokk3-IN/image,"Near nadakkavu, calicut",Houses & Villas,2,2
CALICUT CITY- Apartments on Sharing basis. One person,1603691722,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Unfurnished', 'value': 'no', 'key_name': 'Furnishing', 'formatted_value': 'Unfurnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Dealer', 'value': 'broker', 'key_name': 'Listed by', 'formatted_value': 'Dealer'}, {'type': 'single', 'key': 'ft', 'value_name': '1000', 'value': '1000', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1000'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1000', 'value': '1000', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1000'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'Yes', 'value': 'yes', 'key_name': 'Bachelors Allowed', 'formatted_value': 'Yes'}, {'type': 'single', 'key': 'maintenance', 'value_name': '0', 'value': '0', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '0'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '1', 'value': '1', 'key_name': 'Total Floors', 'formatted_value': '1'}, {'type': 'single', 'key': 'carparking', 'value_name': '0', 'value': '0', 'key_name': 'Car Parking', 'formatted_value': '0'}, {'type': 'single', 'key': 'floorno', 'value_name': '1', 'value': '1', 'key_name': 'Floor No', 'formatted_value': '1'}, {'type': 'single', 'key': 'facing', 'value_name': 'East', 'value': 'east', 'key_name': 'Facing', 'formatted_value': 'East'}, {'type': 'single', 'key': 'projects', 'value_name': 'Nil', 'value': 'Nil', 'key_name': 'Project Name', 'formatted_value': 'Nil'}]","{'INR': '₹ 7,000'}","Vellayil, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/ss3e01rpd3a93-IN/image,Spacious Apartment. With 2 bedroom and kitchen on sharing basis with seperate bedroom attached bathroom.,Apartments,2,2
2bhk furnished flat near KOZHIKKODE city,1579647572,"[{'type': 'single', 'key': 'type', 'value_name': 'Apartments', 'value': 'rent-apartments', 'key_name': 'Type', 'formatted_value': 'Apartments'}, {'type': 'single', 'key': 'rooms', 'value_name': '2', 'value': '2', 'key_name': 'Bedrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'bathrooms', 'value_name': '2', 'value': '2', 'key_name': 'Bathrooms', 'formatted_value': '2'}, {'type': 'single', 'key': 'furnished', 'value_name': 'Furnished', 'value': 'yes', 'key_name': 'Furnishing', 'formatted_value': 'Furnished'}, {'type': 'single', 'key': 'listed_by', 'value_name': 'Owner', 'value': 'owner', 'key_name': 'Listed by', 'formatted_value': 'Owner'}, {'type': 'single', 'key': 'ft', 'value_name': '1250', 'value': '1250', 'key_name': 'Super Builtup area (ft²)', 'formatted_value': '1250'}, {'type': 'single', 'key': 'carpetarea', 'value_name': '1100', 'value': '1100', 'key_name': 'Carpet Area (ft²)', 'formatted_value': '1100'}, {'type': 'single', 'key': 'bachelors', 'value_name': 'No', 'value': 'no', 'key_name': 'Bachelors Allowed', 'formatted_value': 'No'}, {'type': 'single', 'key': 'maintenance', 'value_name': '2500', 'value': '2500', 'key_name': 'Maintenance (Monthly)', 'formatted_value': '2500'}, {'type': 'single', 'key': 'totalfloors', 'value_name': '15', 'value': '15', 'key_name': 'Total Floors', 'formatted_value': '15'}, {'type': 'single', 'key': 'carparking', 'value_name': '1', 'value': '1', 'key_name': 'Car Parking', 'formatted_value': '1'}, {'type': 'single', 'key': 'floorno', 'value_name': '10', 'value': '10', 'key_name': 'Floor No', 'formatted_value': '10'}, {'type': 'single', 'key': 'facing', 'value_name': 'North', 'value': 'north', 'key_name': 'Facing', 'formatted_value': 'North'}, {'type': 'single', 'key': 'projects', 'value_name': 'Contact 9895977763', 'value': 'Contact 9895977763', 'key_name': 'Project Name', 'formatted_value': 'Contact 9895977763'}]","{'INR': '₹ 25,000'}","Karaparamba, Kozhikode, Kerala",https://apollo-singapore.akamaized.net:443/v1/files/wfhra33x1gii-IN/image,2bhk Furnished  Attached bathroom  Kitchen  Hall Work area Good well water Car parking  Indoor Outdoor games Play area Near to KOZHIKKODE city Suitable for family,Apartments,2,2
